URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/medication-admin-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.347",MedicationAdministration Category Codes,Medication administration  category  codes,"MedicationAdministration Category Codes","StructureDefinition/mii-eyematics-ivom-medicationadministration","THO"
http://hl7.org/fhir/ValueSet/medication-admin-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.340",MedicationAdministration Status Codes,Medication administration  status  codes,"MedicationAdministration Status Codes","StructureDefinition/mii-eyematics-ivom-medicationadministration","THO"
http://hl7.org/fhir/ValueSet/medication-as-needed-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.96",SNOMEDCTMedicationAsNeededReasonCodes,SNOMED CT Medication As Needed Reason Codes,"This value set includes all clinical findings from SNOMED CT - provided as an exemplar value set.","StructureDefinition/mii-eyematics-ivi-medicationrequest","SCT"
http://hl7.org/fhir/ValueSet/medication-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.375",SNOMEDCTMedicationCodes,SNOMED CT Medication Codes,"This value set includes all drug or medicament substance codes and all pharmaceutical/biologic products from SNOMED CT - provided as an exemplar value set.","StructureDefinition/mii-eyematics-ivom-medicationadministration,StructureDefinition/mii-eyematics-ivi-medicationrequest,StructureDefinition/mii-eyematics-ivom-medication","SCT"
http://hl7.org/fhir/ValueSet/medication-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.376",Medication Status Codes,Medication  status  codes,"Medication Status Codes","StructureDefinition/mii-eyematics-ivom-medication","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/medicationrequest-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.1322",medicationRequest Category Codes,Medication request  category  codes,"MedicationRequest Category Codes","StructureDefinition/mii-eyematics-ivi-medicationrequest","THO"
http://hl7.org/fhir/ValueSet/medicationrequest-course-of-therapy,4.0.1,draft,"2.16.840.1.113883.4.642.3.1326",medicationRequest Course of Therapy Codes,Medication request  course of  therapy  codes,"MedicationRequest Course of Therapy Codes","StructureDefinition/mii-eyematics-ivi-medicationrequest","THO"
http://hl7.org/fhir/ValueSet/medicationrequest-intent,4.0.1,draft,"2.16.840.1.113883.4.642.3.1321",medicationRequest Intent,Medication request  intent,"MedicationRequest Intent Codes","StructureDefinition/mii-eyematics-ivi-medicationrequest","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/medicationrequest-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.1320",medicationrequest Status,Medicationrequest  status,"MedicationRequest Status Codes","StructureDefinition/mii-eyematics-ivi-medicationrequest","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/medicationrequest-status-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.1324",medicationRequest Status Reason Codes,Medication request  status  reason  codes,"MedicationRequest Status Reason Codes","StructureDefinition/mii-eyematics-ivi-medicationrequest","THO"
http://hl7.org/fhir/ValueSet/observation-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.403",ObservationCategoryCodes,Observation Category Codes,"Observation Category codes.","StructureDefinition/oct-dril,StructureDefinition/observation-elm-disruption,StructureDefinition/OphthalmicObservation,StructureDefinition/OpticDiscDiameter,StructureDefinition/MacularEdema,StructureDefinition/Angiography,StructureDefinition/AnteriorChamberFlare,StructureDefinition/RetinalVasculitis,StructureDefinition/IrisSynechiae,StructureDefinition/RNFLThickness,StructureDefinition/observation-visual-acuity,StructureDefinition/oct-vmt,StructureDefinition/oct-hrf,StructureDefinition/PapillEdema,StructureDefinition/AnteriorChamberCells,StructureDefinition/IOP,StructureDefinition/RetinalThickness,StructureDefinition/mii-eyematics-ivom-hand-movement-perception","THO"
http://hl7.org/fhir/ValueSet/observation-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.396",LOINCCodes,LOINC Codes,"This value set includes all LOINC codes","StructureDefinition/oct-dril,StructureDefinition/observation-elm-disruption,StructureDefinition/OphthalmicObservation,StructureDefinition/OpticDiscDiameter,StructureDefinition/MacularEdema,StructureDefinition/Angiography,StructureDefinition/AnteriorChamberFlare,StructureDefinition/RetinalVasculitis,StructureDefinition/IrisSynechiae,StructureDefinition/RNFLThickness,StructureDefinition/observation-visual-acuity,StructureDefinition/oct-vmt,StructureDefinition/oct-hrf,StructureDefinition/PapillEdema,StructureDefinition/AnteriorChamberCells,StructureDefinition/IOP,StructureDefinition/RetinalThickness,StructureDefinition/mii-eyematics-ivom-hand-movement-perception","LOINC"
http://hl7.org/fhir/ValueSet/observation-interpretation,4.0.1,active,"2.16.840.1.113883.4.642.3.399",ObservationInterpretationCodes,Observation Interpretation Codes,"A categorical assessment, providing a rough qualitative interpretation of the observation value,    such as “normal”/ “abnormal”,”low” / “high”, “better” / “worse”, “susceptible” / “resistant”, “expected”/ “not expected”.    The value set is intended to be for ANY use where coded representation of an interpretation is needed.             Notes:          This is being communicated in v2.x in OBX-8 (Observation Interpretation), in v3 in ObservationInterpretation (CWE) in R1 (Representative Realm) and in FHIR in    Observation.interpretation. Historically these values come from the laboratory domain, and these codes are extensively    used. The value set binding is extensible, so codes outside the value set that are needed for interpretation concepts    (i.e. particular meanings) that are not included in the value set can be used, and these new codes may also be added to    the value set and published in a future version.","StructureDefinition/oct-dril,StructureDefinition/observation-elm-disruption,StructureDefinition/OphthalmicObservation,StructureDefinition/OpticDiscDiameter,StructureDefinition/MacularEdema,StructureDefinition/Angiography,StructureDefinition/AnteriorChamberFlare,StructureDefinition/RetinalVasculitis,StructureDefinition/IrisSynechiae,StructureDefinition/RNFLThickness,StructureDefinition/observation-visual-acuity,StructureDefinition/oct-vmt,StructureDefinition/oct-hrf,StructureDefinition/PapillEdema,StructureDefinition/AnteriorChamberCells,StructureDefinition/IOP,StructureDefinition/RetinalThickness,StructureDefinition/mii-eyematics-ivom-hand-movement-perception","THO (V3)"
http://hl7.org/fhir/ValueSet/observation-methods,4.0.1,draft,"2.16.840.1.113883.4.642.3.395",ObservationMethods,Observation Methods,"Observation Method codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 272394005 (Technique (qualifier value)) or is-a 129264002 (Action (qualifier value)) or is-a 386053000 (Evaluation procedure(procedure))","StructureDefinition/oct-dril,StructureDefinition/observation-elm-disruption,StructureDefinition/OphthalmicObservation,StructureDefinition/OpticDiscDiameter,StructureDefinition/AnteriorChamberFlare,StructureDefinition/RetinalVasculitis,StructureDefinition/IrisSynechiae,StructureDefinition/RNFLThickness,StructureDefinition/oct-vmt,StructureDefinition/oct-hrf,StructureDefinition/PapillEdema,StructureDefinition/AnteriorChamberCells,StructureDefinition/RetinalThickness,StructureDefinition/mii-eyematics-ivom-hand-movement-perception","SCT"
http://hl7.org/fhir/ValueSet/observation-status,4.0.1,active,"2.16.840.1.113883.4.642.3.400",ObservationStatus,ObservationStatus,"Codes providing the status of an observation.","StructureDefinition/oct-dril,StructureDefinition/observation-elm-disruption,StructureDefinition/OphthalmicObservation,StructureDefinition/OpticDiscDiameter,StructureDefinition/MacularEdema,StructureDefinition/Angiography,StructureDefinition/AnteriorChamberFlare,StructureDefinition/RetinalVasculitis,StructureDefinition/IrisSynechiae,StructureDefinition/RNFLThickness,StructureDefinition/observation-visual-acuity,StructureDefinition/oct-vmt,StructureDefinition/oct-hrf,StructureDefinition/PapillEdema,StructureDefinition/AnteriorChamberCells,StructureDefinition/IOP,StructureDefinition/RetinalThickness,StructureDefinition/mii-eyematics-ivom-hand-movement-perception","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/performer-role,4.0.1,draft,"2.16.840.1.113883.4.642.3.433",ProcedurePerformerRoleCodes,Procedure Performer Role Codes,"This example value set defines the set of codes that can be used to indicate a role of a procedure performer.","StructureDefinition/mii-eyematics-ivi-medicationrequest,StructureDefinition/mii-eyematics-ivom-paracentesis","SCT"
http://hl7.org/fhir/ValueSet/procedure-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.430",ProcedureCategoryCodes(SNOMEDCT),Procedure Category Codes (SNOMED CT),"Procedure Category code: A selection of relevant SNOMED CT codes.","StructureDefinition/mii-eyematics-ivom-paracentesis","SCT"
http://hl7.org/fhir/ValueSet/procedure-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.427",ProcedureCodes(SNOMEDCT),Procedure Codes (SNOMED CT),"Procedure Code: All SNOMED CT procedure codes.","StructureDefinition/mii-eyematics-ivom-paracentesis","SCT"
http://hl7.org/fhir/ValueSet/procedure-followup,4.0.1,draft,"2.16.840.1.113883.4.642.3.429",ProcedureFollowUpCodes(SNOMEDCT),Procedure Follow up Codes (SNOMED CT),"Procedure follow up codes: A selection of SNOMED CT codes relevant to procedure follow up.","StructureDefinition/mii-eyematics-ivom-paracentesis","SCT"
http://hl7.org/fhir/ValueSet/procedure-not-performed-reason,4.0.1,active,"2.16.840.1.113883.4.642.3.431",ProcedureNotPerformedReason(SNOMED-CT),Procedure Not Performed Reason (SNOMED-CT),"Situation codes describing the reason that a procedure, which might otherwise be expected, was not performed, or a procedure that was started and was not completed. Consists of SNOMED CT codes, children of procedure contraindicated (183932001), procedure discontinued (416406003), procedure not done (416237000), procedure not indicated (428119001), procedure not offered (416064006), procedure not wanted (416432009), procedure refused (183944003), and procedure stopped (394908001).","StructureDefinition/mii-eyematics-ivom-paracentesis","SCT"
http://hl7.org/fhir/ValueSet/procedure-outcome,4.0.1,draft,"2.16.840.1.113883.4.642.3.428",ProcedureOutcomeCodes(SNOMEDCT),Procedure Outcome Codes (SNOMED CT),"Procedure Outcome code: A selection of relevant SNOMED CT codes.","StructureDefinition/mii-eyematics-ivom-paracentesis","SCT"
http://hl7.org/fhir/ValueSet/procedure-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.432",ProcedureReasonCodes,Procedure Reason Codes,"This example value set defines the set of codes that can be used to indicate a reason for a procedure.","StructureDefinition/mii-eyematics-ivom-paracentesis","SCT"
http://hl7.org/fhir/ValueSet/quantity-comparator,4.0.1,active,"2.16.840.1.113883.4.642.3.59",QuantityComparator,QuantityComparator,"How the Quantity should be understood and represented.","StructureDefinition/mii-eyematics-ivom-medicationadministration,StructureDefinition/observation-visual-acuity,StructureDefinition/OpticDiscDiameter,StructureDefinition/mii-eyematics-ivi-medicationrequest,StructureDefinition/IOP,StructureDefinition/RetinalThickness,StructureDefinition/RNFLThickness","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/reason-medication-given-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.344",ReasonMedicationGivenCodes,Reason Medication Given Codes,"This value set is provided as an example. The value set to instantiate this attribute should be drawn from a robust terminology code system that consists of or contains concepts to support the medication process.","StructureDefinition/mii-eyematics-ivom-medicationadministration","THO"
http://hl7.org/fhir/ValueSet/reason-medication-not-given-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.342",SNOMEDCTReasonMedicationNotGivenCodes,SNOMED CT Reason Medication Not Given Codes,"This value set includes all medication refused, medication not administered, and non-administration of necessary drug or medicine codes from SNOMED CT - provided as an exemplar value set.","StructureDefinition/mii-eyematics-ivom-medicationadministration","SCT"
http://hl7.org/fhir/ValueSet/referencerange-appliesto,4.0.1,draft,"2.16.840.1.113883.4.642.3.407",ObservationReferenceRangeAppliesToCodes,Observation Reference Range Applies To Codes,"This value set defines a set of codes that can be used to indicate the particular target population the reference range applies to.","StructureDefinition/oct-dril,StructureDefinition/observation-elm-disruption,StructureDefinition/OphthalmicObservation,StructureDefinition/OpticDiscDiameter,StructureDefinition/MacularEdema,StructureDefinition/Angiography,StructureDefinition/AnteriorChamberFlare,StructureDefinition/RetinalVasculitis,StructureDefinition/IrisSynechiae,StructureDefinition/RNFLThickness,StructureDefinition/observation-visual-acuity,StructureDefinition/oct-vmt,StructureDefinition/oct-hrf,StructureDefinition/PapillEdema,StructureDefinition/AnteriorChamberCells,StructureDefinition/IOP,StructureDefinition/RetinalThickness,StructureDefinition/mii-eyematics-ivom-hand-movement-perception","SCT"
http://hl7.org/fhir/ValueSet/referencerange-meaning,4.0.1,draft,"2.16.840.1.113883.4.642.3.397",ObservationReferenceRangeMeaningCodes,Observation Reference Range Meaning Codes,"This value set defines a set of codes that can be used to indicate the meaning/use of a reference range for a particular target population.","StructureDefinition/oct-dril,StructureDefinition/observation-elm-disruption,StructureDefinition/OphthalmicObservation,StructureDefinition/OpticDiscDiameter,StructureDefinition/MacularEdema,StructureDefinition/Angiography,StructureDefinition/AnteriorChamberFlare,StructureDefinition/RetinalVasculitis,StructureDefinition/IrisSynechiae,StructureDefinition/RNFLThickness,StructureDefinition/observation-visual-acuity,StructureDefinition/oct-vmt,StructureDefinition/oct-hrf,StructureDefinition/PapillEdema,StructureDefinition/AnteriorChamberCells,StructureDefinition/IOP,StructureDefinition/RetinalThickness,StructureDefinition/mii-eyematics-ivom-hand-movement-perception","THO"
http://hl7.org/fhir/ValueSet/report-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.233",LOINCDiagnosticReportCodes,LOINC Diagnostic Report Codes,"This value set includes LOINC codes that relate to Diagnostic Observations.","StructureDefinition/OphthalmicDiagnosticReport","LOINC"
http://hl7.org/fhir/ValueSet/request-priority,4.0.1,draft,"2.16.840.1.113883.4.642.3.115",RequestPriority,Request priority,"The clinical priority of a diagnostic order.","StructureDefinition/mii-eyematics-ivi-medicationrequest","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/route-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.98",SNOMEDCTRouteCodes,SNOMED CT Route Codes,"This value set includes all Route codes from SNOMED CT - provided as an exemplar.","StructureDefinition/mii-eyematics-ivom-medicationadministration,StructureDefinition/mii-eyematics-ivi-medicationrequest","SCT"
http://hl7.org/fhir/ValueSet/security-labels,4.0.1,active,"2.16.840.1.113883.4.642.3.47",All Security Labels,SecurityLabels,"A single value set for all security labels defined by FHIR.","StructureDefinition/oct-dril,StructureDefinition/observation-elm-disruption,StructureDefinition/OphthalmicDiagnosticReport,StructureDefinition/OpticDiscDiameter,StructureDefinition/MacularEdema,StructureDefinition/Angiography,StructureDefinition/mii-eyematics-ivom-medication,StructureDefinition/AnteriorChamberFlare,StructureDefinition/RetinalVasculitis,StructureDefinition/IrisSynechiae,StructureDefinition/RNFLThickness,StructureDefinition/mii-eyematics-ivom-medicationadministration,StructureDefinition/oct-vmt,StructureDefinition/oct-hrf,StructureDefinition/PapillEdema,StructureDefinition/AnteriorChamberCells,StructureDefinition/mii-eyematics-ivi-medicationrequest,StructureDefinition/IOP,StructureDefinition/mii-eyematics-ivom-paracentesis,StructureDefinition/RetinalThickness,StructureDefinition/mii-eyematics-ivom-hand-movement-perception",
http://hl7.org/fhir/ValueSet/timing-abbreviation,4.0.1,draft,"2.16.840.1.113883.4.642.3.78",TimingAbbreviation,TimingAbbreviation,"Code for a known / defined timing pattern.","StructureDefinition/mii-eyematics-ivi-medicationrequest","THO (V3)"
http://hl7.org/fhir/ValueSet/units-of-time,4.0.1,active,"2.16.840.1.113883.4.642.3.77",UnitsOfTime,UnitsOfTime,"A unit of time (units from UCUM).","StructureDefinition/mii-eyematics-ivi-medicationrequest","UCUM"
http://hl7.org/fhir/uv/ips/ValueSet/medicine-route-of-administration,1.1.0,active,,MedicineRouteOfAdministrationUvIps,Medicine Route of Administration - IPS,"EDQM (European Directorate for the Quality of Medicines and Healthcare) Route of Administration codes.  This Value Set includes all the EDQM Standard Terms having:   [Concept Status] = ‘Current’ AND   [Concept Class] = 'ROA' AND   [Domain] = 'Human and Veterinary'    ROA = 'Route of administration'","StructureDefinition/mii-eyematics-ivom-medicationadministration,StructureDefinition/mii-eyematics-ivi-medicationrequest","Other"
http://hl7.org/fhir/uv/ips/ValueSet/target-site-uv-ips,1.1.0,active,,TargetSiteUvIps,Target Site - IPS,"This value set includes codes from SNOMED Clinical Terms®: all descendants of 442083009 | Anatomical or acquired body structure (body structure)|.","StructureDefinition/mii-eyematics-ivom-medicationadministration,StructureDefinition/mii-eyematics-ivi-medicationrequest","SCT"
http://terminology.hl7.org/ValueSet/v3-ActSubstanceAdminSubstitutionCode,3.0.0,active,"2.16.840.1.113883.1.11.16621",ActSubstanceAdminSubstitutionCode,ActSubstanceAdminSubstitutionCode,"***No description***","StructureDefinition/mii-eyematics-ivi-medicationrequest","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-SubstanceAdminSubstitutionReason,3.0.0,active,"2.16.840.1.113883.1.11.19377",SubstanceAdminSubstitutionReason,SubstanceAdminSubstitutionReason,"***No description***","StructureDefinition/mii-eyematics-ivi-medicationrequest","THO (V3)"
https://eyematics.org/fhir/eyematics-kds/ValueSet/IVIMedicationForm,2025.0.0-alpha,draft,,VS_IVI_MedicationForm,IVI Medication Form,"ValueSet of the IVI Medication Form","StructureDefinition/mii-eyematics-ivom-medication","Other"
https://eyematics.org/fhir/eyematics-kds/ValueSet/IVITeatmentRegimen,2025.0.0-alpha,draft,,VS_IVI_TreatmentRegimen,IVI Treatment Regimen,"ValueSet of the IVI Treatment Regimen/Protocol","StructureDefinition/extension-ivi-treatment-regimen","Internal"
https://eyematics.org/fhir/eyematics-kds/ValueSet/Normal-Abnormal,2025.0.0-alpha,draft,,VS_Normal_Abnormal,Normal Abnormal,"ValueSet containing codes that indicate the normality status of a clinical finding or condition. It includes codes from system Snomed CT where concept descendant-of $SCT#276800000 (Normality findings (qualifier value)).","StructureDefinition/observation-elm-disruption","SCT"
https://eyematics.org/fhir/eyematics-kds/ValueSet/Performed-NotPerformed,2025.0.0-alpha,draft,,VS_Performed_NotPerformed,Performed NotPerformed,"ValueSet representing the status of a procedure or action, indicating whether it has been performed or not.","StructureDefinition/observation-visual-acuity,StructureDefinition/IOP","SCT"
https://eyematics.org/fhir/eyematics-kds/ValueSet/Present-Absent,2025.0.0-alpha,draft,,VS_Present_Absent,Present Absent,"ValueSet containing codes that indicate the presence, absence, or unknown status of a clinical finding or condition.","StructureDefinition/oct-dril,StructureDefinition/oct-vmt,StructureDefinition/PapillEdema,StructureDefinition/oct-hrf,StructureDefinition/MacularEdema,StructureDefinition/RetinalVasculitis,StructureDefinition/IrisSynechiae,StructureDefinition/mii-eyematics-ivom-hand-movement-perception","SCT"
https://eyematics.org/fhir/eyematics-kds/ValueSet/SUNCells,2025.0.0-alpha,draft,,VS_SUN_Cells,SUN Cells,"ValueSet of the allowed values for the Standardization of uveitis nomenclature (SUN) for Anterior Chamber Cells.","StructureDefinition/AnteriorChamberCells","Internal"
https://eyematics.org/fhir/eyematics-kds/ValueSet/SUNFlare,2025.0.0-alpha,draft,,VS_SUN_Flare,SUN Flare,"ValueSet of the allowed values for the Standardization of uveitis nomenclature (SUN) for Anterior Chamber Flare.","StructureDefinition/AnteriorChamberFlare,ValueSet/SUNCells","SCT"
